"ID VZ","Název VZ","Datum vytvoreni","Datum uzavření smlouvy","Smluvní cena bez dph","Úředni název ""dodavatele","IČO"
T004/16V/00033476,"Nákup bezdrátových klopových mikrofonů pro oddělení výuky a vzdělávání.",2016-09-16 06:54:12.861,2016-10-10 00:00:00,37953.71,"MAXI STORE Praha, s.r.o.",24724513
T004/16V/00032113,"bezpečnostní vaky a plomby",2016-09-07 12:42:19.392,2016-10-10 00:00:00,2565.00,"ProTrade, s.r.o.",64583031
T004/16V/00033053,"Certifikované vialky pro LCMS",2016-09-13 15:56:40.218,2016-10-10 00:00:00,7300.00,"Pragolab s.r.o.",48029289
T004/16V/00033220,"PS 0529 - Oprava hlubokého žlabu, desek a spár na pojížděcí dráze letadel SO 528 a na stojánce SO 530 letiště Pardubice, 6440-0529-2016-149",2016-09-14 14:02:42.16,2016-10-10 00:00:00,5090894.86,"MIROS MAJETKOVÁ, a.s.",27523934
T004/16V/00032227,"Nákup plastického maziva MC 1210",2016-09-08 07:53:10.769,2016-10-10 00:00:00,11999.33,"Habilis Steel spol. s r.o.",24732061
T004/16V/00033621,"G 191 kalibrace 19 ks laboratorních vah a závaží , spojenou s předkalibrační údržbou  5 ks anal. vah",2016-09-16 13:36:01.071,2016-10-10 00:00:00,23470.00,"David Šiška",75747065
T004/16V/00036757,"DP č. 8 RS Opravy travních sekaček, traktorů, křovinořezů, motorových pil a jiné zahradní techniky, včetně servisních prohlídek",2016-10-06 13:18:51.526,2016-10-10 00:00:00,3851.90,"SITTA K + M s.r.o.",64613003
T004/16V/00034387,"PS 0014 Havárie - oprava prasklého a zarostlého vodovodního potrubí v objektu MO/A, nám. Svobody 471/4, Praha 6.",2016-09-21 14:57:08.909,2016-10-10 00:00:00,30773.00,"FAM s.r.o.",47543311
T004/16V/00035090,"Dílčí plnění RS - Opravy osobních vozidel  - Moravskoslezský kraj",2016-09-27 07:06:59.862,2016-10-10 00:00:00,24793.00,"Car and Truck s.r.o.",27761827
T004/16V/00033789,"Oprava stomatologické soupravy u CZdrS Žatec - pracoviště Jince.",2016-09-19 13:22:44.03,2016-10-10 00:00:00,20886.00,"OMS - Dent s.r.o.",29372135
T004/16V/00033123," Zdravotnický batoh",2016-09-14 09:48:57.935,2016-10-10 00:00:00,55206.60,"BIČELS SERVIS, s.r.o.",3383407
T004/16V/00035471,"PERMANENTKY NA ZUMBU",2016-09-29 11:00:11.869,2016-10-10 00:00:00,5478.26,"Ing. Helena Gálová",87318890
T004/16V/00035519,"PS 0014 Havárie - oprava radiátoru v objektu Administrativní budova ""D"", Pod Juliskou 1502/1, Praha 6. ",2016-09-29 13:02:41.428,2016-10-10 00:00:00,4996.00,"Zdeněk Konvalinka",66016517
T004/16V/00028802,"PS 0110 Pronájem vysokozdnižné plošiny VÚ Brdy Stará kasárna",2016-08-12 12:54:51.879,2016-10-10 00:00:00,9860.00,"VONDRÁŠEK pracovní plošiny s.r.o.",27120228
T004/16V/00033654,"Oprava stomatologické soupravy u CZdrS Žatec.",2016-09-18 23:02:30.539,2016-10-10 00:00:00,11688.00,"OMS - Dent s.r.o.",29372135
T004/16V/00033790,"Nákup tréninkové sprejové svítilny - více kusů",2016-09-19 13:23:38.046,2016-10-10 00:00:00,14850.00,"Randi Group s.r.o.",24119610
T004/16V/00031927," PS 0110 Drobné stavební opravy přístřešku pro provoz č. 37 VÚ Brdy Stará kasárna",2016-09-06 14:08:39.855,2016-10-10 00:00:00,239382.88,"AT Finstav s.r.o.",28049845
T004/16V/00031962,"Síťová karta PCI-Express 1000 Base-FX MM",2016-09-06 16:49:57.515,2016-10-10 00:00:00,179025.00,"CatIT s.r.o",24758469
T004/16V/00026050," PS 0110 Statické posouzení stropních konstrukcí bubov SK a NK Jince",2016-07-21 09:18:29.362,2016-10-10 00:00:00,157500.00,"STAFER s.r.o.",27872441
T004/16V/00033183,"Servis nástaveb T815 Multilift",2016-09-14 12:55:33.296,2016-10-10 00:00:00,67800.00,"CONTSYSTEM s.r.o.",27793486
T004/16V/00033295," Nákup spotřebního stomatologického materiálu ",2016-09-15 08:34:05.934,2016-10-10 00:00:00,44330.00,"DEPODENTAL CZ",28293916
T004/16V/00033403,"PS 0014 Havárie - oprava klimatizace v objektu VZÚ, Rooseveltova 620/23, Praha 6.",2016-09-15 13:13:33.517,2016-10-10 00:00:00,4840.00,"OTTA - vzduchotechnika a klimatizace, s.r.o.",28486480
T004/16V/00034692,"K 195 - oprava EC dieselové GEL 17,5",2016-09-23 08:41:05.03,2016-10-10 00:00:00,5577.00,"ATICO MONEO a.s.",28257162
T004/16V/00032986,"Odvoz a odstranění odpadu z lapáků tuků Odloučeného pracoviště Hostivice.",2016-09-13 13:09:26.455,2016-10-10 00:00:00,4251.00,"ATALIAN CZ s.r.o.",25059394
T004/16V/00033430,"Oprava vozidla TATRA 815 S3 6x6",2016-09-15 14:15:26.537,2016-10-10 00:00:00,36247.00,"FTL - First Transport Lines, a.s.",46345850
T004/16V/00032962,"Kalibrace-akreditovaná kalibrace přístrojů a zařízení",2016-09-13 12:11:01.906,2016-10-10 00:00:00,39890.00,,
T004/16V/00035526,"PS 0014 Oprava odfouklého obkladu na sociálním zařízení v objektu MO/A, nám. Svobody 471/4,Praha 6.",2016-09-29 13:13:13.603,2016-10-10 00:00:00,3782.00,"FAM s.r.o.",47543311
T004/16V/00033340,"PS 0226 - výměna vodovodních baterií obj.č. 004  Bechyně, 6440-0226-2016-75",2016-09-15 10:41:17.598,2016-10-10 00:00:00,41000.00,"Petr Skoták",75664135
T004/16V/00035697,"PZ - Nákup speciálních lodí poro vodní slalom",2016-09-30 09:17:21.66,2016-10-10 00:00:00,281900.79,"GALASPORT, s.r.o.",25246283
T004/16V/00032528,"Vyčištění plochy - sklady AHNM",2016-09-09 09:42:27.058,2016-10-10 00:00:00,34980.00,"Vojtěch Plecháč",76549488
T004/16V/00011578,"Výroba vzorků",2016-04-05 12:35:20.618,2016-10-10 00:00:00,37620.00,"RDB Tools s.r.o.",29317061
T004/16V/00039416,"Praní a čištění u VŠZ pro rok 2016 - 9.plnění ",2016-10-20 15:11:03.399,2016-10-10 00:00:00,2460.00,"Prádelna Fišer s.r.o.",26003686
T004/16V/00041888,"Dílčí plnění  - servisní prohlídky vozidel Land Rover Defender 130 Zdravotní u CZdrS Žatec.",2016-11-04 09:05:31.369,2016-10-10 00:00:00,8400.00,"Petr Chvála",76599523
T004/16V/00032341,"Nákup visacích zámků",2016-09-08 11:17:15.674,2016-10-09 00:00:00,7766.70,"Habilis Steel spol. s r.o.",24732061
T004/16V/00033553,"Nákup tlakových hadic",2016-09-16 10:54:40.761,2016-10-09 00:00:00,82650.00,"Leoš Váleček",86752511
T004/16V/00034982,"Přeprava osob - BUS",2016-09-26 12:42:00.528,2016-10-09 00:00:00,34893.39,"UMBRELLA Services s.r.o.",29014212
T004/16V/00034362,"Plast pro Real-time PCR",2016-09-21 14:11:46.212,2016-10-09 00:00:00,16716.00,"Life Technologies Czech Republic s.r.o.",25761307
T004/16V/00031714,"Chemikálie",2016-09-05 14:55:07.523,2016-10-09 00:00:00,14900.00,"LITOLAB, spol. s r. o.",49608568
T004/16V/00034970,"Chemikálie na elektroforézu",2016-09-26 11:56:31.884,2016-10-09 00:00:00,14568.00,"Life Technologies Czech Republic s.r.o.",25761307
T004/16V/00036538,"Dílčí plnění - servis zahradní techniky",2016-10-05 14:58:45.91,2016-10-08 00:00:00,20661.16,"SITTA K + M s.r.o.",64613003
T004/16V/00033015,"Nákup - zhotovení kapsových znaků",2016-09-13 14:05:15.857,2016-10-08 00:00:00,76500.00,"Mechanika Prostějov 97-družstvo",25344731
T004/16V/00029707,"PS 0711 Zpracování PD na opravu plynové kotelny v bud. 3 a 18 v Jaselských kasárnách Opava",2016-08-19 11:38:33.078,2016-10-08 00:00:00,85000.00,"EMC PROJEKT, spol. s r.o.",29308119
T004/16V/00041796,"Aktualizace programu EisProW 2000",2016-11-03 15:59:09.955,2016-10-07 00:00:00,40000.00,"PRO - EKO Ostrava spol. s r.o.",47152729
T004/16V/00035487,"PS 0004- desinsekce Hradební",2016-09-29 11:44:59.317,2016-10-07 00:00:00,9980.00,"TRAVINO v.o.s.",44847271
T004/16V/00033497,"Z předlohy: Revize a kontrola elektrických spotřebičů",2016-09-16 08:17:56.229,2016-10-07 00:00:00,6099.00,"Jiří Škoch",67645887
T004/16V/00033953,"AKU pro motocykl BMW",2016-09-20 09:35:20.888,2016-10-07 00:00:00,7420.00,"Zdeněk Tutr",13756923
T004/16V/00035933,"Servis mobilních toalet u VÚ 7935 Jince 6. dp",2016-10-03 11:11:39.406,2016-10-07 00:00:00,4677.00,"JOHNNY SERVIS s.r.o.",47538856
T004/16V/00035971,"Školení pro dohled sítě DANESE.",2016-10-03 12:26:54.009,2016-10-07 00:00:00,66116.00,"NET-SYSTEM s.r.o.",47784164
T004/16V/00036038,"DP - výzva k plnění RS - odběrové karty PHM  ",2016-10-03 14:52:10.606,2016-10-07 00:00:00,4958.67,"CCS Česká společnost pro platební karty s.r.o.",27916693
T004/16V/00036041,"DP - Výzva k plnění RS - Praní zdravotnického prádla v roce 2016 pro  VZ 684802 Hradec Králové - pracoviště Liberec",2016-10-03 14:56:14.641,2016-10-07 00:00:00,1694.60,"PRAVO s.r.o.",28142292
T004/16V/00036040,"DP - výzva k plnění RS - Praní zdravotnického prádla a chemické čištění  v roce 2016 pro VZ 6848 Hradec Králové a VZ 684802 Hradec Králové",2016-10-03 14:56:02.215,2016-10-07 00:00:00,2848.00,"AD 7, spol. s r.o.",25598074
T004/16V/00036192,"PS 0308 - Provedení dendrologického průzkumu dřevin v areálu kasáren Klatovských dragounů",2016-10-04 10:56:02.554,2016-10-07 00:00:00,8250.00,"Treemen s.r.o.",24126128
T004/16V/00036275,"DP - výzva k plnění RS - opravy a údržba vozidel Mikrobus a Minibus na období 2016-2017",2016-10-04 14:03:18.226,2016-10-07 00:00:00,4749.57,"PROAUTO HRADEC KRÁLOVÉ s.r.o.",27518141
T004/16V/00036281,"DP - výzva k plnění RS - opravy a údržba vozidel Mikrobus a Minibus na období 2016-2017",2016-10-04 14:16:19.207,2016-10-07 00:00:00,4749.58,"PROAUTO HRADEC KRÁLOVÉ s.r.o.",27518141
T004/16V/00036279,"DP - výzva k plnění RS - opravy a údržba vozidel Mikrobus a Minibus na období 2016-2017",2016-10-04 14:13:54.636,2016-10-07 00:00:00,4749.58,"PROAUTO HRADEC KRÁLOVÉ s.r.o.",27518141
T004/16V/00036284," DP - výzva k plnění RS - opravy a údržba vozidel Mikrobus a Minibus na období 2016-2017",2016-10-04 14:19:11.655,2016-10-07 00:00:00,4749.58,"PROAUTO HRADEC KRÁLOVÉ s.r.o.",27518141
T004/16V/00036285,"DP - výzva k plnění RS - opravy a údržba vozidel Mikrobus a Minibus na období 2016-2017",2016-10-04 14:21:54.969,2016-10-07 00:00:00,4749.58,"PROAUTO HRADEC KRÁLOVÉ s.r.o.",27518141
T004/16V/00036288,"Objednávka dílčího plnění praní a čištění prádla pro VÚ 7214 Čáslav DP 704/14/351/2016-7214",2016-10-04 14:23:08.027,2016-10-07 00:00:00,61983.47,"PRAVO s.r.o.",28142292
T004/16V/00036293,"DP - výzva k plnění RS - opravy osobních automobilů 2016-2017",2016-10-04 14:25:07.278,2016-10-07 00:00:00,1289.29,"Petr Habětínek",63604566
T004/16V/00036289,"Objednávka dílčího plnění praní a čištění prádla VŠZ Mladkov DP 704/14/352/2016-7214",2016-10-04 14:23:33.768,2016-10-07 00:00:00,20661.16,"Prádelna Fišer s.r.o.",26003686
T004/16V/00036871,"Dílčí plnění č. 17/4/3/7/2016-5153 k RS - Provádění technických prohlídek a měření emisí u nákladních vozidel a přívěsů  v roce 2016",2016-10-07 07:01:11.294,2016-10-07 00:00:00,35620.00,"STK nákladních vozidel Olomouc s.r.o.",60775891
T004/16V/00036297,"DP - výzva k plnění RS - opravy osobních automobilů 2016-2017",2016-10-04 14:31:17.713,2016-10-07 00:00:00,1082.64,"Petr Habětínek",63604566
T004/16V/00036290,"Objednávka dílčího plnění praní a čištění prádla VŠZ Petříkov DP 704/14/353/2016-7214",2016-10-04 14:23:51.547,2016-10-07 00:00:00,8264.46,"AD 7, spol. s r.o.",25598074
T004/16V/00036921,"DP - Servis a údržba vozidel KVV Pardubice",2016-10-07 09:11:09.901,2016-10-07 00:00:00,12558.00,"Petr Habětínek",63604566
T004/16V/00032560,"Nákup nábytku",2016-09-09 10:47:54.823,2016-10-07 00:00:00,1216651.00,"JMK elektro, s.r.o.",26224216
T004/16V/00034723,"Z předlohy: Kurz defenzivní jízdy",2016-09-23 09:51:33.196,2016-10-07 00:00:00,24600.00,"Dopravní akademie a.s.",28384938
T004/16V/00036915,"56 DP Stravování cvičících vojsk   formou smluvního stravování na rok 2016 pro VÚ 8282 Prostějov ve dnech 10.10. - 20.10.2016",2016-10-07 09:04:27.006,2016-10-07 00:00:00,31831.71,"Vojenské lesy a statky ČR, s.p.",205
T004/16V/00036916,"57.DP Stravování cvičících vojsk formou smluvního stravování na rok 2016 pro VÚ 4312 Strakonice ve dnech 10.10. - 14.10.2016 ",2016-10-07 09:04:34.112,2016-10-07 00:00:00,15729.32,"Vojenské lesy a statky ČR, s.p.",205
T004/16V/00036925,"  RS - Zabezpečení přepravy osob - obj. č.8",2016-10-07 09:21:29.362,2016-10-07 00:00:00,39519.00,"Comett Plus spol. s r.o.",60071397
T004/16V/00036926,"RS - Zabezpečení přepravy osob - obj. č.9",2016-10-07 09:21:34.681,2016-10-07 00:00:00,39519.00,"Comett Plus spol. s r.o.",60071397
T004/16V/00036941,"DP č. 3 - chemické čištění",2016-10-07 09:50:48.277,2016-10-07 00:00:00,93.00,"Prádelna Fišer s.r.o.",26003686
T004/16V/00036298,"DP - Výzva k plnění RS - provádění STK a měření emisí u vozidel kategorie M1, M2 a M3 na období 2016-2017",2016-10-04 14:34:18.285,2016-10-07 00:00:00,1074.32,"MEDIS Holding a.s.",486078
T004/16V/00036277,"DP - výzva k plnění RS - opravy a údržba vozidel Mikrobus a Minibus na období 2016-2017",2016-10-04 14:11:01.881,2016-10-07 00:00:00,4749.58,"PROAUTO HRADEC KRÁLOVÉ s.r.o.",27518141
T004/16V/00032703,"RS Autobaterie",2016-09-12 09:36:50.957,2016-10-07 00:00:00,371900.82,,
T004/16V/00037027," DP č. 10 k RS00007444 - nákup stravovacích poukázek za měsíc říjen 2016",2016-10-07 12:47:58.796,2016-10-07 00:00:00,3753.60,"Le Cheque Déjeuner s.r.o.",62913671
T004/16V/00036440,"brusný, spojovací, upevňovací a železářský materiál DP",2016-10-05 10:58:40.751,2016-10-07 00:00:00,196813.47,"Würth, spol. s r.o.",48036021
T004/16V/00013971,"PS 0110 Servis závor VÚ Brdy Stará kasárna, Nová kasárna Jince",2016-04-20 08:08:38.393,2016-10-07 00:00:00,9972.00,"MAGTRADE, s.r.o.",1800710
T004/16V/00036455,"Pronájem střelnice - 13. DP",2016-10-05 11:42:54.691,2016-10-07 00:00:00,1800.00,"AKIM CZ, s.r.o.",26934311
T004/16V/00036465,"Objednávka č. 46 - Zabezpečení pohoštění a občerstvení pro účastníky vnitrorezortních akcí.",2016-10-05 12:26:21.383,2016-10-07 00:00:00,2599.00,"F & D corp. s.r.o.",29309620
T004/16V/00036779,"RS - Servis, údržba a oprava techniky Thermo-King VÚ 6624 Olomouc",2016-10-06 13:35:04.691,2016-10-07 00:00:00,71064.45,"PEK-TK s.r.o.",27142213
T004/16V/00036207,"Školení na dohled sítě DANESE",2016-10-04 11:12:50.985,2016-10-07 00:00:00,261157.50,"NET-SYSTEM s.r.o.",47784164
T004/16V/00031421,"Monoklonální protilátky na průtokový cytometr I",2016-09-02 09:47:21.966,2016-10-07 00:00:00,41141.00,"Becton Dickinson Czechia, s.r.o.",25142135
T004/16V/00031701,"Doplnění vybavenosti tenisových kurtů",2016-09-05 14:20:16.943,2016-10-07 00:00:00,52125.00,"Trisport Havel s.r.o",25217666
T004/16V/00032710,"Laboratorní materiál - dávkovač dispensette S, analogové nastavení objemu o rozsahu 0,1 -1,0 ml bez redukčního ventilu",2016-09-12 09:56:28.311,2016-10-07 00:00:00,11740.00,"Merck spol. s r.o.",18626971
T004/16V/00033060,"Nákup kuchyňské linky",2016-09-13 16:46:33.946,2016-10-07 00:00:00,29110.00,"Truhlářství JPS s.r.o.",25273655
T004/16V/00036593,"Praní a chemické čištění prádla - č. 157",2016-10-06 08:25:55.254,2016-10-07 00:00:00,778.10,"IP - TRADING, s. r. o.",63496887
T004/16V/00034160,"Nákup 2 ks stanoveného měřidla, 2 ks kalibrovaného měřidla s příslušenstvím a kalibračním listem a 1 ks potravinářské sondy.",2016-09-20 20:01:37.921,2016-10-07 00:00:00,30991.50,"Testo, s.r.o.",25725394
T004/16V/00033550,"Spotřební zdravotnický materiál",2016-09-16 10:52:00.264,2016-10-07 00:00:00,123071.00,"Johnson  & Johnson, s.r.o.",41193075
T004/16V/00036650,"Dílčí plnění - nákup krmiva pro služební psy",2016-10-06 09:51:53.967,2016-10-07 00:00:00,184393.00,"Royal Canin Czech & Slovak Republics s.r.o.",24663913
T004/16V/00033327,"VSTUPENKY PETROLEJOVÉ LAMPY",2016-09-15 10:16:51.026,2016-10-07 00:00:00,5849.70,"Národní divadlo Brno",94820
T004/16V/00036661,"Stravenky 2016 - Objednávka č.09",2016-10-06 10:22:05.234,2016-10-07 00:00:00,1470.00,"Edenred CZ s.r.o.",24745391
T004/16V/00036690,"Přeprava osob a nákladu motorovým vozidlem kategorie M3 pro Univerzitu obrany 2016-2017 dílčí plnění č. 61",2016-10-06 10:52:28.976,2016-10-07 00:00:00,4958.68,"DOPAZ s.r.o.",60701200
T004/16V/00036691,"Přeprava osob a nákladu motorovým vozidlem kategorie M3 pro Univerzitu obrany 2016-2017 dílčí plnění č. 62",2016-10-06 10:52:34.668,2016-10-07 00:00:00,13223.14,"DOPAZ s.r.o.",60701200
T004/16V/00036698,"Přeprava osob a nákladu motorovým vozidlem kategorie M1-K pro Univerzitu obrany 2015 dílčí plnění č. 32",2016-10-06 11:01:26.563,2016-10-07 00:00:00,9090.90,"LESpor s.r.o.",26233983
T004/16V/00027860,"Nákup přístroje pro zjišťování dynamického modulu pružnosti betonu ",2016-08-04 14:11:15.962,2016-10-07 00:00:00,215500.00,"LABTECH",44014643
T004/16V/00036740,"DP - nákup PHM prostřednictvím odběrových karet",2016-10-06 12:53:03.914,2016-10-07 00:00:00,9658.85,"CCS Česká společnost pro platební karty s.r.o.",27916693
T004/16V/00036742,"Pronájem mobilních WC a umyvadel - RAIMSTEIN GUARD",2016-10-06 12:53:13.302,2016-10-07 00:00:00,5700.00,"JOHNNY SERVIS s.r.o.",47538856
T004/16V/00036775,"Objednávka č. 11 - k RS Praní a chemické čištění  vojenské výstroje",2016-10-06 13:33:34.629,2016-10-07 00:00:00,4149.00,"PRAVO s.r.o.",28142292
T004/16V/00033262,"Kurz anglického jazyka - SLP 1111 podle STANAG 6001 ",2016-09-14 16:14:39.373,2016-10-07 00:00:00,105000.00,,
T004/16V/00032737,"Zkumavky polystyrenové 15 ml",2016-09-12 10:50:04.497,2016-10-07 00:00:00,3440.00,"INSET spol. s.r.o.",16191072
T004/16V/00039088,"Z předlohy: Havárie vodovodu u b.č. 20 v posádce Bučovice 2016",2016-10-19 13:57:06.51,2016-10-07 00:00:00,10271.00,"GALVA TRANS, s.r.o.",29195446
T004/16V/00032302,"SnapGene Academic 7-Pack Permanent License ESD",2016-09-08 10:22:10.535,2016-10-07 00:00:00,59700.00,"Martin Maršál",88535789
T004/16V/00033642,"Kurz: ""Obsluhy rypadla a nakladače",2016-09-17 17:23:02.977,2016-10-07 00:00:00,6900.00,"Mgr. Zuzana Andělová",66961998
T004/16V/00030710,"Oprava přístrojů",2016-08-29 12:17:09.959,2016-10-07 00:00:00,9500.00,"BIČELS SERVIS, s.r.o.",3383407
T004/16V/00033336,"Dýky a meče",2016-09-15 10:36:34.844,2016-10-07 00:00:00,16797.00,"Mechanika Prostějov 97-družstvo",25344731
T004/16V/00032170,"Nákup kompresorů ",2016-09-07 14:30:03.17,2016-10-07 00:00:00,43960.00,"T-servis, kompresory s.r.o.",28794184
T004/16V/00030895,"Zařízení tělocvičen",2016-08-30 10:55:21.108,2016-10-07 00:00:00,139906.00,"Tomáš Strašík, KANTOR SPORT",60227761
T004/16V/00035111,"Technika LZ servis a opravy DP",2016-09-27 08:17:41.355,2016-10-07 00:00:00,123966.94,"CROY s.r.o.",45147647
T004/16V/00029448,"PS 0344 - Provedení 10ks hlavních (mimořádných) prohlídek mostů pozemních komunikací včetně zpracování jejich dokladové části ve VÚj Hradiště dle ČSN 736220 a 736221",2016-08-18 07:56:34.595,2016-10-07 00:00:00,380050.00,"BAUING KV s.r.o.",29414075
T004/16V/00032042,"Kalibrace s opravou Bird Technologies AT-400 Antenna Tester v.č. 5695 a Rohde & Schwarz Radio Test Set CMS57 v.č. 0840000957.",2016-09-07 10:08:52.52,2016-10-07 00:00:00,83120.00,"HES, s.r.o.",46974954
T004/16V/00032078,"Kalibrace s opravou Aeroflex NAV-402AP-3 VOR/LOC/GS/MKR Test Set v.č. 102007932 a NAV-402AP NAV/COMM/ILS Test Set v.č. 1355.",2016-09-07 11:22:25.68,2016-10-07 00:00:00,104700.00,"HES, s.r.o.",46974954
T004/16V/00032940,"Obličejové maskovací barvy NATO v tubě",2016-09-13 11:07:19.359,2016-10-07 00:00:00,6300.00,"Trisport Havel s.r.o",25217666
T004/16V/00033459,"Nákup nábytku na míru",2016-09-15 19:00:43.645,2016-10-07 00:00:00,103543.00,"Truhlářství JPS s.r.o.",25273655
T004/16V/00035482,"Listování – Muž, který miloval Yngveho",2016-09-29 11:30:14.194,2016-10-07 00:00:00,5849.70,"DIVAGENTURA Blanka Hejlíková",87295521
T004/16V/00034407,"Nákup akumulátorů do AKU nářadí ",2016-09-21 17:05:40.769,2016-10-07 00:00:00,4850.00,"BATTEX, spol.s r.o.",25672363
T004/16V/00033739,"D  192 - nákup očkovací látky proti chřipce",2016-09-19 11:01:11.999,2016-10-07 00:00:00,425500.00,"JK - Trading spol. s r.o.",46883690
T004/16V/00032509,"VZ 4680 Brno nákup sportovního materiálu pro vybavení tělocvičny",2016-09-09 08:50:24.387,2016-10-07 00:00:00,79500.00,"Z + M Partner, spol. s r.o.",26843935
T004/16V/00032688,"Oprava přípravků a nářadí pro údržbu vrtulníků Mi-8PS a Mi-17 výměnným způsobem.(1)",2016-09-12 09:05:52.809,2016-10-07 00:00:00,238367.09,"Československá exportní spol. s r.o.",27174484
